,0,1,2,3,4,5,6,7
0,Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O,Hornets,cavs,"['Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O', 'That sounds like a good one, but have you ever tried Honey Bunches of GOATS? #NBACerealspic.twitter.com/CMNIK0C9WP', 'We’re picking up what you’re putting down… #TBT to Glen Rice Krispies #NBACerealpic.twitter.com/bUFYKsogmk', 'We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9']",10,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Cleveland Cavaliers', 'Atlanta Hawks', 'Charlotte Hornets', 'Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets']",10
1,Going to the @celtics & @hornets game tomorrow. What team should I root for?pic.twitter.com/x7qabiQ4we,Hornets,celtics,"['Going to the @celtics & @hornets game tomorrow. What team should I root for?pic.twitter.com/x7qabiQ4we', 'pic.twitter.com/exqDKUboXQ']",2,"['Apr 7 2017', 'Apr 7 2017']","['Darren Baker', 'Charlotte Hornets']",2
2,"Excited for the @hornets & @BrooklynNets game, I don't care who wins. (I have a preference though & im not telling)  : )",Hornets,BrooklynNets,"[""Excited for the @hornets & @BrooklynNets game, I don't care who wins. (I have a preference though & im not telling)  : )"", 'Sure, let’s pretend you like us both equally. We know you really love us more. #BuzzCitypic.twitter.com/VEVo5gxUsP']",2,"['26 Dec 2016', '26 Dec 2016']","['Holland Christensen', 'Charlotte Hornets']",2
3,"FOR SALE: @hornets vs @BrooklynNets tomorrow night in #BuzzCity 2 Lower Level:
Hornets Fans $80 Total
Nets Fans $125 Total @BringBackTheBuzpic.twitter.com/DEXP9S53ae",Hornets,BrooklynNets,"['FOR SALE: @hornets vs @BrooklynNets tomorrow night in #BuzzCity 2 Lower Level:\nHornets Fans $80 Total\nNets Fans $125 Total @BringBackTheBuzpic.twitter.com/DEXP9S53ae', 'pic.twitter.com/NA4SIeNM5C']",2,"['Jan 20 2017', 'Jan 20 2017']","['Josh Gillon', 'Charlotte Hornets']",2
4,Wafer Alston. Feel free to re-treat this. #NBASweets #Nets #Throwbackpic.twitter.com/gIk9iPzIen,Hornets,BrooklynNets,"['Wafer Alston. Feel free to re-treat this. #NBASweets #Nets #Throwbackpic.twitter.com/gIk9iPzIen', '@BrooklynNets nice!', '@hornets Have to keep busy until basketball is back! Am I right?', '@BrooklynNets You said it best, buddy!']",4,"['6 Aug 2014', '6 Aug 2014', '6 Aug 2014', '6 Aug 2014']","['Brooklyn Nets', 'Charlotte Hornets', 'Brooklyn Nets', 'Charlotte Hornets']",4
5,"Our turn.
Asik-car Named Desire #NBAMoviespic.twitter.com/vAG8VsQwYZ",Hornets,PelicansNBA,"['Our turn.\nAsik-car Named Desire #NBAMoviespic.twitter.com/vAG8VsQwYZ', '@PelicansNBA Ha!!! What a stretch - so brilliant.']",2,"['20 Aug 2014', '20 Aug 2014']","['New Orleans Pelicans', 'Charlotte Hornets']",2
6,We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2,Hornets,OrlandoMagic,"['We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'We really love those Golden Treveon Grahams  #NBACerealspic.twitter.com/Ei2QwqR8Jj']",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Charlotte Hornets']",11
7,We always love reading Willie Green Eggs and Ham! #NBABedtimeStoriespic.twitter.com/2RXEuOlCtf,Hornets,OrlandoMagic,"['We always love reading Willie Green Eggs and Ham! #NBABedtimeStoriespic.twitter.com/2RXEuOlCtf', '@OrlandoMagic YES!']",2,"['3 Sep 2014', '3 Sep 2014']","['Orlando Magic', 'Charlotte Hornets']",2
8,@hornets We'll see YOU October 18!pic.twitter.com/yN49NAeYbo,Hornets,DetroitPistons,"[""@hornets We'll see YOU October 18!pic.twitter.com/yN49NAeYbo"", 'Already counting down the days… pic.twitter.com/fZPgTjQ40B']",2,"['Aug 14 2017', 'Aug 14 2017']","['Detroit Pistons', 'Charlotte Hornets']",2
9,We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2,Hornets,DallasMavs,"['We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'We really love those Golden Treveon Grahams  #NBACerealspic.twitter.com/Ei2QwqR8Jj']",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Orlando Magic', 'LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Charlotte Hornets']",11
