,0,1,2,3,4,5,6,7
0,Y'all bring umbrellas? @KyrieIrving bringing a rainstorm tonight! 6-8 3PM (28PTS) #ThreesAllDay #MakeItRain,trailblazers,cavs,"[""Y'all bring umbrellas? @KyrieIrving bringing a rainstorm tonight! 6-8 3PM (28PTS) #ThreesAllDay #MakeItRain"", ""@cavs Portlanders don't use umbrellas."", "".@trailblazers we can lend you one while you're in #TheLand! "", ""@cavs aren't you guys glad you didn't give away your umbrella?""]",4,"['28 Jan 2015', '28 Jan 2015', '28 Jan 2015', '28 Jan 2015']","['Cleveland Cavaliers', 'Trail Blazers', 'Cleveland Cavaliers', 'Trail Blazers']",4
1,"#Trees4Threes counter:



@PwC_LLPpic.twitter.com/jk7BE95Hz9",trailblazers,cavs,"['#Trees4Threes counter:\n\n\n\n@PwC_LLPpic.twitter.com/jk7BE95Hz9', 'you guys hit your quota yet?']",2,"['23 Nov 2016', '23 Nov 2016']","['Cleveland Cavaliers', 'Trail Blazers']",2
2,Back-to-back @kevinlove threes? Who do you LOVE?!,trailblazers,cavs,"['Back-to-back @kevinlove threes? Who do you LOVE?!', '@cavs see what you did there.']",2,"['28 Jan 2015', '28 Jan 2015']","['Cleveland Cavaliers', 'Trail Blazers']",2
3,Russ. 2 assists away from #hist0ry. #ThunderUp,trailblazers,okcthunder,"['Russ. 2 assists away from #hist0ry. #ThunderUp', 'k, but a win would be better']",2,"['Apr 9 2017', 'Apr 9 2017']","['OKC THUNDER', 'Trail Blazers']",2
4,  Russell Westbrook 40 points and we're only halfway through Q3. #ThunderUppic.twitter.com/en0HND0JOY – at Chesapeake Energy Arena,trailblazers,okcthunder,"[""  Russell Westbrook 40 points and we're only halfway through Q3. #ThunderUppic.twitter.com/en0HND0JOY – at Chesapeake Energy Arena"", 'yeah but what about Meyers Leonard']",2,"['Mar 7 2017', 'Mar 7 2017']","['OKC THUNDER', 'Trail Blazers']",2
5,You watching @FSOklahoma?,trailblazers,okcthunder,"['You watching @FSOklahoma?', ""@okcthunder @FSOklahoma nah, who's winning?""]",2,"['1 Apr 2015', '1 Apr 2015']","['OKC THUNDER', 'Trail Blazers']",2
6,"Another Q4 from Russ. He's got 37, Vic 24. Thunder leads Portland 100-93 in final minute. #ThunderUppic.twitter.com/yKSSB8Vsfn – at Chesapeake Energy Arena",trailblazers,okcthunder,"[""Another Q4 from Russ. He's got 37, Vic 24. Thunder leads Portland 100-93 in final minute. #ThunderUppic.twitter.com/yKSSB8Vsfn – at Chesapeake Energy Arena"", 'that guy is pretty fast.']",2,"['Feb 5 2017', 'Feb 5 2017']","['OKC THUNDER', 'Trail Blazers']",2
7,Mark Wahlberg was courtside @tdgarden for last night's win.pic.twitter.com/0PynTF2X9y,trailblazers,celtics,"[""Mark Wahlberg was courtside @tdgarden for last night's win.pic.twitter.com/0PynTF2X9y"", '@celtics is that the guy from Ted 2?']",2,"['24 Mar 2016', '24 Mar 2016']","['Boston Celtics', 'Trail Blazers']",2
8,"Both @moe_harkless and @PlanetPat5 like the new red 'Statement' jerseys, which the @trailblazers are wearing for the first time tonight, though @eddavisXVII doesn't want to wear red sockshttp://rip.city/2AJvCol ",trailblazers,celtics,"[""Both @moe_harkless and @PlanetPat5 like the new red 'Statement' jerseys, which the @trailblazers are wearing for the first time tonight, though @eddavisXVII doesn't want to wear red sockshttp://rip.city/2AJvCol\xa0"", 'Sorry, @RedSox.', 'That’s cool. We’re kind of into green when it comes to basketball. ', 'Green *is* the color of envy.pic.twitter.com/CYILvbdavo', 'Envious? pic.twitter.com/6OmltkzAWS', 'pic.twitter.com/pp8P0yfBL9', 'pic.twitter.com/I0sI68NiPA']",7,"['Nov 30 2017', 'Nov 30 2017', 'Nov 30 2017', 'Nov 30 2017', 'Nov 30 2017', 'Nov 30 2017', 'Nov 30 2017']","['Casey Holdahl', 'Trail Blazers', 'Red Sox', 'Trail Blazers', 'Red Sox', 'Boston Celtics', 'Trail Blazers']",7
9,Keep an eye on @celtics Twitter and Instagram pic.twitter.com/W9mx57lWvs,trailblazers,celtics,"['Keep an eye on @celtics Twitter and Instagram pic.twitter.com/W9mx57lWvs', ""what's happening?pic.twitter.com/NXYxZxvpX7"", "" you'll have to wait until 3 just like everyone elsepic.twitter.com/GwYRb0JnKI"", 'so... noon?pic.twitter.com/42rY6k1XsA']",4,"['Aug 18 2017', 'Aug 18 2017', 'Aug 18 2017', 'Aug 18 2017']","['Boston Celtics', 'Trail Blazers', 'Boston Celtics', 'Trail Blazers']",4
10,"T
B
Tpic.twitter.com/ES64TgdFcX",trailblazers,celtics,"['T\nB\nTpic.twitter.com/ES64TgdFcX', 'Lary Bird does not have the body that you would expect from one of the greatest sports players in history of sports', 'times done changed.']",3,"['Feb 9 2017', 'Feb 9 2017', 'Feb 9 2017']","['Trail Blazers', 'Ian Charles Rose', 'Trail Blazers']",3
11,"Jaylen Brown says he learned quickly this week that no one can jump as high as he can, which gave him confidence in finishing at the rim.",trailblazers,celtics,"['Jaylen Brown says he learned quickly this week that no one can jump as high as he can, which gave him confidence in finishing at the rim.', 'https://vine.co/v/57xHUL6Q565\xa0']",2,"['15 Jul 2016', '15 Jul 2016']","['Boston Celtics', 'Trail Blazers']",2
