,0,1,2,3,4,5,6,7
22,"#Twolves vs. @utahjazz
: Vivint Smart Home Arena
: 8:00pm CT
: @fsnorth
: @wccoradio",UtahJazz,Timberwolves,"['#Twolves vs. @utahjazz\n: Vivint Smart Home Arena\n: 8:00pm CT\n: @fsnorth\n: @wccoradio', '@Timberwolvespic.twitter.com/ixoVO7E6CY']",2,"['29 Jan 2016', '29 Jan 2016']","['Timberwolves', 'Utah Jazz']",2
23,"Alright, I'm looking for a new NBA team to pledge my fandom to..
@PelicansNBA @nuggets @Timberwolves @utahjazz @OrlandoMagic are in the race",UtahJazz,Timberwolves,"[""Alright, I'm looking for a new NBA team to pledge my fandom to..\n@PelicansNBA @nuggets @Timberwolves @utahjazz @OrlandoMagic are in the race"", 'Stockton. Malone. Shepherd. ']",2,"['11 Jul 2016', '11 Jul 2016']","['Will S', 'Utah Jazz']",2
24,"What are you most happy about in the first half? 
#UTAatPHX",UtahJazz,Timberwolves,"['What are you most happy about in the first half? \n#UTAatPHX', 'Give @rickyrubio9 back to us Love, the @Timberwolves', 'pic.twitter.com/dpG9ky2p2K', ' I don’t blame you. We were idiots to trade him. Enjoy all the joy he brings to the game!', 'pic.twitter.com/7nZKNgQvEY']",5,"['Oct 9 2017', 'Oct 9 2017', 'Oct 9 2017', 'Oct 9 2017', 'Oct 9 2017']","['Utah Jazz', 'Mary Conroy', 'Utah Jazz', 'Mary Conroy', 'Utah Jazz']",5
25,"#Twolves vs. @utahjazz
: Target Center
: 7:00pm CT
: @fsnorth
: @wccoradio
#UTAatMIN",UtahJazz,Timberwolves,"['#Twolves vs. @utahjazz\n: Target Center\n: 7:00pm CT\n: @fsnorth\n: @wccoradio\n#UTAatMIN', 'pic.twitter.com/CpSeUFncv8']",2,"['28 Nov 2016', '28 Nov 2016']","['Timberwolves', 'Utah Jazz']",2
26,"Muchas gracias, @rickyrubio9.pic.twitter.com/AHAfXqVzPB",UtahJazz,Timberwolves,"['Muchas gracias, @rickyrubio9.pic.twitter.com/AHAfXqVzPB', 'pic.twitter.com/ZuUKPs706i']",2,"['Jun 30 2017', 'Jun 30 2017']","['Timberwolves', 'Utah Jazz']",2
27,"Here we go! 2nd half from Utah!

#LetsGoWolvespic.twitter.com/w15aeWrLZv",UtahJazz,Timberwolves,"['Here we go! 2nd half from Utah!\n\n#LetsGoWolvespic.twitter.com/w15aeWrLZv', '@Timberwolves Very proper GIF usage. ']",2,"['29 Jan 2016', '29 Jan 2016']","['Timberwolves', 'Utah Jazz']",2
28,"Ugh..Hayward...

#Twolves down 14.pic.twitter.com/mVWy0mKRQT",UtahJazz,Timberwolves,"['Ugh..Hayward...\n\n#Twolves down 14.pic.twitter.com/mVWy0mKRQT', '@Timberwolves pic.twitter.com/32OF5olWhD']",2,"['26 Mar 2016', '26 Mar 2016']","['Timberwolves', 'Utah Jazz']",2
29,#Twolves holding the @utahjazz to 17.9% shooting from the field so far..,UtahJazz,Timberwolves,"['#Twolves holding the @utahjazz to 17.9% shooting from the field so far..', '@Timberwolvespic.twitter.com/HxBwRKBYQQ']",2,"['30 Dec 2015', '30 Dec 2015']","['Timberwolves', 'Utah Jazz']",2
30,"Leading after 1! 
#Twolves - 31
@utahjazz - 29

#PowerOfThePackpic.twitter.com/sjTcDJRDMV",UtahJazz,Timberwolves,"['Leading after 1! \n#Twolves - 31\n@utahjazz - 29\n\n#PowerOfThePackpic.twitter.com/sjTcDJRDMV', '...pic.twitter.com/jSt3pWcU2t']",2,"['Apr 7 2017', 'Apr 7 2017']","['Timberwolves', 'Utah Jazz']",2
31,You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb,UtahJazz,Hornets,"[""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw', ""While you guys get all hyped up on sugar, we'll be over here enjoying a classic bowl of HavliChex #NBACerealspic.twitter.com/9hxtvFpfXq"", ""Delicious, but we're sticking with the OG: Cap'n Clutch. #NBACerealspic.twitter.com/iZteE4pLXK"", ""In case you're still hungry, there's always The Greatest (Cereal) of All Time. #NBACerealspic.twitter.com/PdJ2iKwh21"", ""We're on board with cereal for lunch. #NBACerealspic.twitter.com/HPqEWu3tbK"", ""Rudy Pebbles - they're yabba-dabba delicious!  #NBACerealspic.twitter.com/lI2UyUpkrd""]",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls', 'Boston Celtics', 'Memphis Grizzlies', 'Chicago Bulls', 'Denver Nuggets', 'Utah Jazz']",11
32,"That schedule release day feeling.

#MileHighBasketballpic.twitter.com/dfEBasj2sb",UtahJazz,Hornets,"['That schedule release day feeling.\n\n#MileHighBasketballpic.twitter.com/dfEBasj2sb', 'pic.twitter.com/dtyLTlcsM1', 'pic.twitter.com/HdxmjPk2z3', 'pic.twitter.com/Eqw9dDEEiE', 'pic.twitter.com/JuiSJl15sO', 'pic.twitter.com/qRb5SjBptQ']",6,"['Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017']","['Denver Nuggets', 'Memphis Grizzlies', 'LA Clippers', 'Milwaukee Bucks', 'Charlotte Hornets', 'Utah Jazz']",6
33,.@hornets @LAClippers @Suns @Sixers @warriors When you roll up next to #NBAOffseason...pic.twitter.com/NZtG9ZHehk,UtahJazz,Hornets,"['.@hornets @LAClippers @Suns @Sixers @warriors When you roll up next to #NBAOffseason...pic.twitter.com/NZtG9ZHehk', '@utahjazz @hornets @Suns @Sixers @warriors \n\nTrying to get rid of #NBAOffseason like...pic.twitter.com/BsMpin2vVR', ""@LAClippers @hornets @Suns @Sixers @warriors \n\nYou certainly can't celebrate like this during #NBAOffseason...pic.twitter.com/eHoUo9hObm""]",3,"['28 Jul 2015', '28 Jul 2015', '28 Jul 2015']","['Utah Jazz', 'LA Clippers', 'Utah Jazz']",3
34,@suns @utahjazz @Sixers @warriors @hornets Waiting..... #NBAOffseasonpic.twitter.com/gSqbBlDjtK,UtahJazz,Hornets,"['@suns @utahjazz @Sixers @warriors @hornets Waiting..... #NBAOffseasonpic.twitter.com/gSqbBlDjtK', "".@trailblazers @utahjazz @Sixers @warriors @hornets We just looked at calendar and it's still July... #NBAOffseasonpic.twitter.com/aCd9SPWOIB"", '.@Suns @trailblazers @Sixers @warriors @hornets Glad we all feel the same about this #NBAOffseason!pic.twitter.com/DDTcsyWksf']",3,"['28 Jul 2015', '28 Jul 2015', '28 Jul 2015']","['Trail Blazers', 'Phoenix Suns', 'Utah Jazz']",3
35,Waiting for the season to begin like... #NBAOffseasonpic.twitter.com/bkQ2z7Jqzn,UtahJazz,Hornets,"['Waiting for the season to begin like... #NBAOffseasonpic.twitter.com/bkQ2z7Jqzn', '.@warriors Saaaame. #NBAOffseasonpic.twitter.com/SGSMNwMLlD', "".@Sixers @warriors We're just going around the office like .. . #NBAOffseasonpic.twitter.com/Zl3YXhtgfh"", "".@Suns @warriors But once it's finally October... #NBAOffseasonpic.twitter.com/mov26u29Fd"", "".@Sixers @Suns @warriors AGREED! Can't wait... #NBAOffseasonpic.twitter.com/ipZ1uxYOJq"", '.@utahjazz @Sixers @warriors The thought of October has us feeling good. #NBAOffseason #Bledsoeingpic.twitter.com/KdqGWzkE9t', '.@Suns @utahjazz @Sixers @warriors That feeling you get when the #NBAOffseason is finally overpic.twitter.com/WDocG3iwkV', '.@hornets @Suns @utahjazz @Sixers @warriors Is there room for tennis here? Only a few more weeks for us :) #usopenpic.twitter.com/5ZwSG054Cx', '@usopen @hornets @utahjazz @Sixers @warriorspic.twitter.com/JafUwpDDaK', '@Suns @usopen @hornets @Sixers @warriorspic.twitter.com/DiwqF7yUuf']",10,"['28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015']","['Golden State Warriors', 'Philadelphia 76ers', 'Phoenix Suns', 'Philadelphia 76ers', 'Utah Jazz', 'Phoenix Suns', 'Charlotte Hornets', 'US Open Tennis', 'Phoenix Suns', 'Utah Jazz']",10
36,#IsItOctoberYet?,UtahJazz,LAClippers,"['#IsItOctoberYet?', 'pic.twitter.com/b44FQi6EEa', 'pic.twitter.com/e9NLEebOWj', 'pic.twitter.com/86AbWp1M7p']",4,"['Oct 1 2017', 'Oct 1 2017', 'Oct 1 2017', 'Oct 1 2017']","['LA Clippers', 'Utah Jazz', 'LA Clippers', 'Utah Jazz']",4
37,"Goin' back-to-back. 

 6:00 pm PT
 Vivint Smart Home Arena
 @utahjazz
 #PrimeTicket
 @TheBeast980pic.twitter.com/oODNwGHJnn",UtahJazz,LAClippers,"[""Goin' back-to-back. \n\n 6:00 pm PT\n Vivint Smart Home Arena\n @utahjazz\n #PrimeTicket\n @TheBeast980pic.twitter.com/oODNwGHJnn"", '@LAClipperspic.twitter.com/1IqCAfZfeJ']",2,"['26 Dec 2015', '26 Dec 2015']","['LA Clippers', 'Utah Jazz']",2
38,@utahjazz? @LAClippers? Lol. They're both garbage after losing their best player respectively.https://twitter.com/espnnba/status/893193175317315585 …,UtahJazz,LAClippers,"[""@utahjazz? @LAClippers? Lol. They're both garbage after losing their best player respectively.https://twitter.com/espnnba/status/893193175317315585\xa0…"", 'Guess not...pic.twitter.com/pEqMmIE5Ci']",2,"['Aug 3 2017', 'Aug 3 2017']","['Sarkis Adajian', 'Utah Jazz']",2
39,"That schedule release day feeling.

#MileHighBasketballpic.twitter.com/dfEBasj2sb",UtahJazz,LAClippers,"['That schedule release day feeling.\n\n#MileHighBasketballpic.twitter.com/dfEBasj2sb', 'pic.twitter.com/dtyLTlcsM1', 'pic.twitter.com/HdxmjPk2z3', 'pic.twitter.com/Eqw9dDEEiE', 'pic.twitter.com/JuiSJl15sO', 'pic.twitter.com/qRb5SjBptQ']",6,"['Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017']","['Denver Nuggets', 'Memphis Grizzlies', 'LA Clippers', 'Milwaukee Bucks', 'Charlotte Hornets', 'Utah Jazz']",6
40,We know what we'll be doing Sunday afternoon... Game 7: @LAClippers vs @utahjazz pic.twitter.com/IeJD4kZl5b,UtahJazz,LAClippers,"[""We know what we'll be doing Sunday afternoon... Game 7: @LAClippers vs @utahjazz pic.twitter.com/IeJD4kZl5b"", 'Save us a Three Musketeer or two...?']",2,"['Apr 28 2017', 'Apr 30 2017']","['Golden State Warriors', 'Utah Jazz']",2
41,samepic.twitter.com/aytxIiCcsF,UtahJazz,LAClippers,"['samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg', 'Got our eyes  on October. #IsItOctoberYetpic.twitter.com/V97aY8OEFw', 'Not just yet... #IsItOctoberYetpic.twitter.com/W4ro1V9qfY', 'Us in October…#IsItOctoberYetpic.twitter.com/pTqn7MuCqw', ""Can't. Wait. \xa0#IsItOctoberYetpic.twitter.com/vBiOgennQa""]",11,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers', 'Timberwolves', 'Milwaukee Bucks', 'Dallas Mavericks', 'Utah Jazz']",11
42,Bout to be pic.twitter.com/mTto8hC371,UtahJazz,LAClippers,"['Bout to be pic.twitter.com/mTto8hC371', 'Hope the Big Fella is ok.', '']",3,"['Apr 15 2017', 'Apr 15 2017', 'Apr 15 2017']","['Utah Jazz', 'LA Clippers', 'Utah Jazz']",3
43,"Jazz // Clippers // MONDAY NIGHT

Be There: https://goo.gl/qw9LWo 
#LACatUTApic.twitter.com/od5nasUOFV",UtahJazz,LAClippers,"['Jazz // Clippers // MONDAY NIGHT\n\nBe There: https://goo.gl/qw9LWo\xa0\n#LACatUTApic.twitter.com/od5nasUOFV', '', 'pic.twitter.com/xtvv3E9Ycu']",3,"['Feb 12 2017', 'Feb 13 2017', 'Feb 13 2017']","['Utah Jazz', 'LA Clippers', 'Utah Jazz']",3
44,"GAME 4 // 7:00 PM // BE THERE

LETS  GO

#LACatUTA #takenotepic.twitter.com/G7bGEPcNVo",UtahJazz,LAClippers,"['GAME 4 // 7:00 PM // BE THERE\n\nLETS  GO\n\n#LACatUTA #takenotepic.twitter.com/G7bGEPcNVo', 'pic.twitter.com/Y6ZiUmAm8g', 'pic.twitter.com/xlVpWo9WpO']",3,"['Apr 23 2017', 'Apr 23 2017', 'Apr 23 2017']","['Utah Jazz', 'LA Clippers', 'Utah Jazz']",3
45,"We are 6-1 in March, the best start to any month this season. #KnowledgeBombpic.twitter.com/C1bIPHfWbz",UtahJazz,LAClippers,"['We are 6-1 in March, the best start to any month this season. #KnowledgeBombpic.twitter.com/C1bIPHfWbz', ""@trailblazers 6-1 FTW \n@Pacers, you're cool too.pic.twitter.com/GQTtXgrXOs"", ""@utahjazz, we're 4-4 and we're neat-o!"", '@LAClippers 4-4 is pretty good!pic.twitter.com/hJze657LRv']",4,"['16 Mar 2015', '16 Mar 2015', '16 Mar 2015', '16 Mar 2015']","['Trail Blazers', 'Utah Jazz', 'LA Clippers', 'Utah Jazz']",4
46,BIG game tonight! @utahjazz vs. @LAClippers at home for game 3!  Who takes the series???#LACatUTA #TakeNote #kutv2news,UtahJazz,LAClippers,"['BIG game tonight! @utahjazz vs. @LAClippers at home for game 3!  Who takes the series???#LACatUTA #TakeNote #kutv2news', 'Easy.']",2,"['Apr 21 2017', 'Apr 21 2017']","['D.J. Bolerjack', 'Utah Jazz']",2
