,0,1,2,3,4,5,6,7
10,"Hey @Suns, control your llamas!",cavs,Suns,"['Hey @Suns, control your llamas!', '.@SacramentoKings @Sunspic.twitter.com/zXl57AUrgb']",2,"['26 Feb 2015', '26 Feb 2015']","['Sacramento Kings', 'Cleveland Cavaliers']",2
11,"#ALSIceBucketChallenge complete, per @_John_Henson_ & @Bucks nomination! 

Who did our sales team call out? [WATCH]:http://ow.ly/AxFh9 ",cavs,Suns,"['#ALSIceBucketChallenge complete, per @_John_Henson_ & @Bucks nomination! \n\nWho did our sales team call out? [WATCH]:http://ow.ly/AxFh9\xa0', '@cavs @_John_Henson_ nice job guys!!', ""@Bucks @_John_Henson_ thanks! Here's hoping the @suns accept and keep it rolling! #IceBucketChallenge""]",3,"['20 Aug 2014', '20 Aug 2014', '20 Aug 2014']","['Cleveland Cavaliers', 'Milwaukee Bucks', 'Cleveland Cavaliers']",3
12,"So we meet again, @Warriors…
 
#DefendTheLandpic.twitter.com/V9gi8nmkWa",cavs,Warriors,"['So we meet again, @Warriors…\n \n#DefendTheLandpic.twitter.com/V9gi8nmkWa', ' NEW PHONE BACKGROUND ALERT \n: http://calendar.cavs.com/global/schedule\xa0\n#DefendTheLandpic.twitter.com/d0X4o3Hy8g']",2,"['May 26 2017', 'May 26 2017']","['Cleveland Cavaliers', 'Cleveland Cavaliers']",2
13,,cavs,ATLHawks,"['', '@ATLHawks ']",2,"['1 Apr 2016', '1 Apr 2016']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
14,"Season Recap:

",cavs,ATLHawks,"['Season Recap:\n\n', '']",2,"['25 Nov 2016', '25 Nov 2016']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
15,Congrats @cavs. #Respectpic.twitter.com/HXDbT9i9yL,cavs,ATLHawks,"['Congrats @cavs. #Respectpic.twitter.com/HXDbT9i9yL', '.@ATLHawkspic.twitter.com/m4Vjdp1IDB']",2,"['8 May 2016', '8 May 2016']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
16,"Don’t forget, @Sir_Foster is taking requests for tonight's @LimeARita song. Tweet yours with #myATLjam and he may play it during the game!",cavs,ATLHawks,"[""Don’t forget, @Sir_Foster is taking requests for tonight's @LimeARita song. Tweet yours with #myATLjam and he may play it during the game!"", 'Cleveland Is The City #myATLjam']",2,"['Mar 3 2017', 'Mar 3 2017']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
17,#MayThe4thBeWithYouhttps://amp.twimg.com/v/b7aaed60-fc09-4ace-950e-3782310c52b2 …,cavs,ATLHawks,"['#MayThe4thBeWithYouhttps://amp.twimg.com/v/b7aaed60-fc09-4ace-950e-3782310c52b2\xa0…', '@ATLHawkspic.twitter.com/dFcm15PdvF']",2,"['4 May 2016', '4 May 2016']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
18,If you're texting your vote to 69622 for Chris Paul it should look something like this.pic.twitter.com/We65rOL1k3,cavs,ATLHawks,"[""If you're texting your vote to 69622 for Chris Paul it should look something like this.pic.twitter.com/We65rOL1k3"", '@LAClippers 3!', '@ATLHawks You mean 1, right?', ""@LAClippers @ATLHawks Suppose there's room for two Pauls in New York :)"", '@ATLHawks The 2015 Paul-Star Game?', '@LAClippers That has a nice ring to it! Just for that... Chris Paul #NBABallot', '@ATLHawks Right back at you! Paul Millsap #NBABallot', '.@LAClippers @ATLHawks paul-ease ']",8,"['11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014']","['LA Clippers', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers', 'Cleveland Cavaliers']",8
19,So much organ... #CavsHawks,cavs,ATLHawks,"['So much organ... #CavsHawks', 'When you have the best organist in sports...yes.\n\nRT @cavs: So much organ... #CavsHawks', '.@ATLHawks Can we tweet organ requests? Some Bone Thugs perhaps? #CavsHawks']",3,"['6 Mar 2015', '6 Mar 2015', '6 Mar 2015']","['Cleveland Cavaliers', 'Atlanta Hawks', 'Cleveland Cavaliers']",3
20,"Just sign Cleveland's whole team up for the three-point contest, apparently.",cavs,ATLHawks,"[""Just sign Cleveland's whole team up for the three-point contest, apparently."", '@ATLHawks #sorrynotsorry']",2,"['15 Nov 2014', '15 Nov 2014']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
21,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",cavs,ATLHawks,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg']",8,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers']",8
22,The last trip to Cleveland was one to forget. Here are 6 ways we can make tonight's memorable: http://on.nba.com/1xrkAMK pic.twitter.com/q8DVcBMeSh,cavs,ATLHawks,"[""The last trip to Cleveland was one to forget. Here are 6 ways we can make tonight's memorable: http://on.nba.com/1xrkAMK\xa0pic.twitter.com/q8DVcBMeSh"", '...we thought it was fun ¯\\_(?)_/¯\nMT @ATLHawks: The last trip to Cleveland was one to forget http://on.nba.com/1xrkAMK\xa0pic.twitter.com/dy3sxF2vUu']",2,"['17 Dec 2014', '17 Dec 2014']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
23,"Korver Kounter:



#Trees4Threes | #CavsNets",cavs,ATLHawks,"['Korver Kounter:\n\n\n\n#Trees4Threes | #CavsNets', 'wyd', 'providing oxygen ¯\\_(?)_/¯']",3,"['Nov 22 2017', 'Nov 22 2017', 'Nov 22 2017']","['Cleveland Cavaliers', 'Atlanta Hawks', 'Cleveland Cavaliers']",3
24,"If you're coming to the game from the north tonight, you might want to leave like...nowpic.twitter.com/DYHdpsWzFV",cavs,ATLHawks,"[""If you're coming to the game from the north tonight, you might want to leave like...nowpic.twitter.com/DYHdpsWzFV"", '@ATLHawks Ew.']",2,"['26 Nov 2014', '26 Nov 2014']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
25,"Preseason action TONIGHT at @XUAthletics vs. the @cavs at 7:00!

 @SportSouth or @NBATV
 @929TheGame!
 Our App!pic.twitter.com/ATWiSuAxy5",cavs,ATLHawks,"['Preseason action TONIGHT at @XUAthletics vs. the @cavs at 7:00!\n\n @SportSouth or @NBATV\n @929TheGame!\n Our App!pic.twitter.com/ATWiSuAxy5', '@ATLHawkspic.twitter.com/Z6BznnfA4P']",2,"['7 Oct 2015', '7 Oct 2015']","['Atlanta Hawks', 'Cleveland Cavaliers']",2
26,".@cavs you don't text, you don't call, and then you expect me to just drop everything when you come back?",cavs,ATLHawks,"["".@cavs you don't text, you don't call, and then you expect me to just drop everything when you come back?"", ""Oops... #awkward RT @Rlynch1989: @cavs you don't text, you don't call, and then you expect me to just drop everything when you come back?"", ""@cavs Someone's got relationship issues..."", '@ATLHawks #CuffingSeason']",4,"['14 Nov 2014', '14 Nov 2014', '14 Nov 2014', '14 Nov 2014']","['Ryan Lynch', 'Cleveland Cavaliers', 'Atlanta Hawks', 'Cleveland Cavaliers']",4
27,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",cavs,MemGrizz,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg']",8,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers']",8
28,"Dear @Cavs,

These are the Deer you Fear. 

See you tomorrow. 

- @Buckspic.twitter.com/qh5knzYL3b",cavs,Bucks,"['Dear @Cavs,\n\nThese are the Deer you Fear. \n\nSee you tomorrow. \n\n- @Buckspic.twitter.com/qh5knzYL3b', "".@Bucks We fear no deer.\n@CavsJoeG has tonight's @keybank's keys on how we'll aim for a #CavsBucks win: http://on.nba.com/2hEPH4R\xa0pic.twitter.com/CahO3k6MGJ""]",2,"['19 Dec 2016', '20 Dec 2016']","['Milwaukee Bucks', 'Cleveland Cavaliers']",2
29,"Hey @Suns, control your llamas!",cavs,SacramentoKings,"['Hey @Suns, control your llamas!', '.@SacramentoKings @Sunspic.twitter.com/zXl57AUrgb']",2,"['26 Feb 2015', '26 Feb 2015']","['Sacramento Kings', 'Cleveland Cavaliers']",2
30,Raise your hand if you're excited for tonight's game! #DontBeReginaGeorgepic.twitter.com/INmYYPJpPz,cavs,SacramentoKings,"[""Raise your hand if you're excited for tonight's game! #DontBeReginaGeorgepic.twitter.com/INmYYPJpPz"", '.@SacramentoKings Stop trying to make fetch happen.']",2,"['27 Mar 2015', '27 Mar 2015']","['Sacramento Kings', 'Cleveland Cavaliers']",2
31,"Korver Kounter:



LET'S GO! #DefendTheLand",cavs,SacramentoKings,"[""Korver Kounter:\n\n\n\nLET'S GO! #DefendTheLand"", '', '']",3,"['Jan 25 2017', 'Jan 25 2017', 'Jan 25 2017']","['Cleveland Cavaliers', 'Sacramento Kings', 'Cleveland Cavaliers']",3
32,"“LeBron James Kid” Returns to Pledge Support for Boogie » http://spr.ly/60168u1bM 

DeMarcus Cousins #NBAVotepic.twitter.com/JmR3wWYsie",cavs,SacramentoKings,"['“LeBron James Kid” Returns to Pledge Support for Boogie » http://spr.ly/60168u1bM\xa0\n\nDeMarcus Cousins #NBAVotepic.twitter.com/JmR3wWYsie', '.@SacramentoKings are you sure about that after the last King dunk?https://vine.co/v/MFWZahKIQAj\xa0']",2,"['Jan 13 2017', 'Jan 13 2017']","['Sacramento Kings', 'Cleveland Cavaliers']",2
33,"tfw it's Friday the 13th and you realize you already have more points than the opponent 

Kev: 9
SAC: 7

#NBAVOTE @kevinlovepic.twitter.com/oqVT0L4XCr",cavs,SacramentoKings,"[""tfw it's Friday the 13th and you realize you already have more points than the opponent \n\nKev: 9\nSAC: 7\n\n#NBAVOTE @kevinlovepic.twitter.com/oqVT0L4XCr"", 'pic.twitter.com/Wza8UMffnW', 'pic.twitter.com/JIGrFiXyFH']",3,"['Jan 13 2017', 'Jan 13 2017', 'Jan 13 2017']","['Cleveland Cavaliers', 'Sacramento Kings', 'Cleveland Cavaliers']",3
34,"The ""LeBron James kid"" and @kingjames prior to tip-off!pic.twitter.com/OYBrdpbhJf",cavs,SacramentoKings,"['The ""LeBron James kid"" and @kingjames prior to tip-off!pic.twitter.com/OYBrdpbhJf', '@SacramentoKingspic.twitter.com/25i92VlnzY']",2,"['9 Mar 2016', '9 Mar 2016']","['Sacramento Kings', 'Cleveland Cavaliers']",2
35,Hey @Sixers @MNTimberwolves @OrlandoMagic @hornets @Bucks @denvernuggets @WashWizards Who's ready for another round of hashtag game?,cavs,Sixers,"[""Hey @Sixers @MNTimberwolves @OrlandoMagic @hornets @Bucks @denvernuggets @WashWizards Who's ready for another round of hashtag game?"", '@Suns @Sixers @MNTimberwolves @OrlandoMagic @hornets @Bucks @denvernuggets @WashWizards count us in too, fellas.']",2,"['17 Sep 2014', '17 Sep 2014']","['Phoenix Suns', 'Cleveland Cavaliers']",2
36,Y'all bring umbrellas? @KyrieIrving bringing a rainstorm tonight! 6-8 3PM (28PTS) #ThreesAllDay #MakeItRain,cavs,trailblazers,"[""Y'all bring umbrellas? @KyrieIrving bringing a rainstorm tonight! 6-8 3PM (28PTS) #ThreesAllDay #MakeItRain"", ""@cavs Portlanders don't use umbrellas."", "".@trailblazers we can lend you one while you're in #TheLand! ""]",3,"['28 Jan 2015', '28 Jan 2015', '28 Jan 2015']","['Cleveland Cavaliers', 'Trail Blazers', 'Cleveland Cavaliers']",3
37,"Third quarter update: CJ has 18, Dame has 16pic.twitter.com/qmWnyBJZL3",cavs,trailblazers,"['Third quarter update: CJ has 18, Dame has 16pic.twitter.com/qmWnyBJZL3', '.@trailblazerspic.twitter.com/MJXSodG3A4']",2,"['8 Dec 2015', '8 Dec 2015']","['Trail Blazers', 'Cleveland Cavaliers']",2
38,@cavs see you tonight!pic.twitter.com/CU067wyFDM,cavs,trailblazers,"['@cavs see you tonight!pic.twitter.com/CU067wyFDM', ""we're in our element, fam! See you for some hoops later pic.twitter.com/Fy5Jfkl2w7""]",2,"['Jan 11 2017', 'Jan 11 2017']","['Trail Blazers', 'Cleveland Cavaliers']",2
39,RETWEET this to #NBAVote for @RealTristan13!pic.twitter.com/2pOYswBIeA,cavs,trailblazers,"['RETWEET this to #NBAVote for @RealTristan13!pic.twitter.com/2pOYswBIeA', 'RETWEET this to #NBAVote for @KyrieIrving!pic.twitter.com/UL0AYshjNB', 'RETWEET this to #NBAVote for @KevinLove!pic.twitter.com/qd69lzxWas', 'only if you cast an #NBAVote for @Dame_Lillard', 'hmmmm']",5,"['Jan 1 2017', 'Jan 1 2017', 'Jan 1 2017', 'Jan 1 2017', 'Jan 1 2017']","['Cleveland Cavaliers', 'Cleveland Cavaliers', 'Cleveland Cavaliers', 'Trail Blazers', 'Cleveland Cavaliers']",5
40,Back-to-back @kevinlove threes? Who do you LOVE?!,cavs,trailblazers,"['Back-to-back @kevinlove threes? Who do you LOVE?!', '@cavs see what you did there.', '@trailblazers love is in the air ']",3,"['28 Jan 2015', '28 Jan 2015', '28 Jan 2015']","['Cleveland Cavaliers', 'Trail Blazers', 'Cleveland Cavaliers']",3
41,About to tip off in Charlotte. Thunder vs Hornets NOW on @FOXSportsOK and Thunder Radio Network.,okcthunder,Hornets,"['About to tip off in Charlotte. Thunder vs Hornets NOW on @FOXSportsOK and Thunder Radio Network.', 'KD and Russell Westbrook combine for 19 first quarter points. Thunder leads @hornets 34-22 headed to 2nd. @FOXSportsOK #NBAVote']",2,"['2 Jan 2016', '2 Jan 2016']","['OKC THUNDER', 'OKC THUNDER']",2
42,"Comeback in Dallas. Down by 9, Thunder takes 54-51 lead @ half. Durant/Westbrook/Adams/Jackson all in dble-figs.pic.twitter.com/S2HWM4Dr5k",okcthunder,DallasMavs,"['Comeback in Dallas. Down by 9, Thunder takes 54-51 lead @ half. Durant/Westbrook/Adams/Jackson all in dble-figs.pic.twitter.com/S2HWM4Dr5k', 'Thunder on defense in 1st half: 7 steals, 2 blocks, forced 11 @dallasmavs turnovers.']",2,"['10 Oct 2014', '10 Oct 2014']","['OKC THUNDER', 'OKC THUNDER']",2
43,"Photo: Checking out pregame warmups, #ThunderBlueAlliance captains from across Oklahoma! Welcome! #WeAreThunderpic.twitter.com/m9wSAbpdvw",okcthunder,UtahJazz,"['Photo: Checking out pregame warmups, #ThunderBlueAlliance captains from across Oklahoma! Welcome! #WeAreThunderpic.twitter.com/m9wSAbpdvw', 'Thunder warms up as preseason game time nears. OKC hosts @utahjazz at 6p on ThunderRadioNetwork. @sportsanimal http://instagram.com/p/ftFk_cCqPp/\xa0']",2,"['20 Oct 2013', '20 Oct 2013']","['OKC THUNDER', 'OKC THUNDER']",2
44,"Want to see Kevin Durant read The Grinch? Well, here you go! #HolidayAssist Reading Timeout. RT to #NBAVote for KD.pic.twitter.com/KwsCx4RrR6",okcthunder,trailblazers,"['Want to see Kevin Durant read The Grinch? Well, here you go! #HolidayAssist Reading Timeout. RT to #NBAVote for KD.pic.twitter.com/KwsCx4RrR6', 'Thunder gets ready for tmrw at home vs. @trailblazers. Despite win streak, trying to prevent slippage.http://www.nba.com/thunder/practicereport_151215\xa0…']",2,"['15 Dec 2015', '15 Dec 2015']","['OKC THUNDER', 'OKC THUNDER']",2
45,Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8,celtics,cavs,"['Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8', 'We thought we’d add a little #TBT to our #NBACereals this morning!pic.twitter.com/WQx5PcVvMg', 'You guys have cereals, we have Fruit Hoops. #NBACerealspic.twitter.com/EjkWglCUzf', 'How about a cereal classic and a spoonful of KABATUM!\n#NBACerealspic.twitter.com/IjH7CBgQo0', ""You can't start your day without a bowl of Honey Nut Felicios! #NBACerealspic.twitter.com/Wu8G5zQMBb"", 'Gotta love them Zo’s!!! #NBACerealspic.twitter.com/Alhps47Xg9', 'All these #NBACereals are great pic.twitter.com/bUkxcTrFqB', ""But we're gonna have to go with Slam Duncan O's.  #NBACerealspic.twitter.com/iKkwRoMwW6"", 'Clearly you guys have never tried Apple Jackson. #NBACerealspic.twitter.com/zrw9HQR2Ro', 'Actually, we have...\n\n#NBACerealspic.twitter.com/iOcmjjXzqw', ""While you guys get all hyped up on sugar, we'll be over here enjoying a classic bowl of HavliChex #NBACerealspic.twitter.com/9hxtvFpfXq""]",11,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['LA Clippers', 'Dallas Mavericks', 'Denver Nuggets', 'Charlotte Hornets', 'Chicago Bulls', 'Charlotte Hornets', 'San Antonio Spurs', 'San Antonio Spurs', 'Sacramento Kings', 'Chicago Bulls', 'Boston Celtics']",11
