,0,1,2,3,4,5,6,7
0,,ATLHawks,cavs,"['', '@ATLHawks ', '.@cavs good gamepic.twitter.com/CbaThhdJzr']",3,"['1 Apr 2016', '1 Apr 2016', '1 Apr 2016']","['Atlanta Hawks', 'Cleveland Cavaliers', 'Atlanta Hawks']",3
1,So much organ... #CavsHawks,ATLHawks,cavs,"['So much organ... #CavsHawks', 'When you have the best organist in sports...yes.\n\nRT @cavs: So much organ... #CavsHawks', '.@ATLHawks Can we tweet organ requests? Some Bone Thugs perhaps? #CavsHawks', ""@cavs Hit up @Sir_Foster If that's your thing.""]",4,"['6 Mar 2015', '6 Mar 2015', '6 Mar 2015', '6 Mar 2015']","['Cleveland Cavaliers', 'Atlanta Hawks', 'Cleveland Cavaliers', 'Atlanta Hawks']",4
2,Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O,ATLHawks,cavs,"['Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O', 'That sounds like a good one, but have you ever tried Honey Bunches of GOATS? #NBACerealspic.twitter.com/CMNIK0C9WP']",2,"['Aug 10 2017', 'Aug 10 2017']","['Cleveland Cavaliers', 'Atlanta Hawks']",2
3,This is gibberish. I have no idea when you play LeBron James and the @Cavs. ()https://twitter.com/atlhawks/status/763876273915559936 …,ATLHawks,cavs,"['This is gibberish. I have no idea when you play LeBron James and the @Cavs. ()https://twitter.com/atlhawks/status/763876273915559936\xa0…', 'Hey @ATLHarryTheHawk. Can you help your friend? He seems to be confused...']",2,"['12 Aug 2016', '14 Aug 2016']","['Moondog', 'Atlanta Hawks']",2
4,@loganwilli @ATLHawks @Bucks #Hawks get a +1 for the invite! Cool in our book.,ATLHawks,cavs,"['@loganwilli @ATLHawks @Bucks #Hawks get a +1 for the invite! Cool in our book.', '@cavs @loganwilli @Bucks :)']",2,"['27 Aug 2014', '27 Aug 2014']","['Cleveland Cavaliers', 'Atlanta Hawks']",2
5,@ATLHawks is it OK for the @cavs to unretire the Korver Kounter?,ATLHawks,cavs,"['@ATLHawks is it OK for the @cavs to unretire the Korver Kounter?', 'No']",2,"['Jan 13 2017', 'Jan 13 2017']","['Nishant Roy', 'Atlanta Hawks']",2
6,"We're crashing the #NBACartoons Party - what cha got for us, #CavsNation?",ATLHawks,cavs,"[""We're crashing the #NBACartoons Party - what cha got for us, #CavsNation?"", ""@cavs You can't crash a party you're invited to""]",2,"['27 Aug 2014', '27 Aug 2014']","['Cleveland Cavaliers', 'Atlanta Hawks']",2
7,"If you're coming to the game from the north tonight, you might want to leave like...nowpic.twitter.com/DYHdpsWzFV",ATLHawks,cavs,"[""If you're coming to the game from the north tonight, you might want to leave like...nowpic.twitter.com/DYHdpsWzFV"", '@ATLHawks Ew.', '@cavs #Atlanta #Holidays']",3,"['26 Nov 2014', '26 Nov 2014', '26 Nov 2014']","['Atlanta Hawks', 'Cleveland Cavaliers', 'Atlanta Hawks']",3
8,"Kevin, RJ, who's got next? 
Back-to-back treys  #ALLin216pic.twitter.com/RYDr44FV46",ATLHawks,cavs,"[""Kevin, RJ, who's got next? \nBack-to-back treys  #ALLin216pic.twitter.com/RYDr44FV46"", '.@cavspic.twitter.com/5vnOXVfZTW']",2,"['2 May 2016', '2 May 2016']","['Cleveland Cavaliers', 'Atlanta Hawks']",2
9,The last trip to Cleveland was one to forget. Here are 6 ways we can make tonight's memorable: http://on.nba.com/1xrkAMK pic.twitter.com/q8DVcBMeSh,ATLHawks,cavs,"[""The last trip to Cleveland was one to forget. Here are 6 ways we can make tonight's memorable: http://on.nba.com/1xrkAMK\xa0pic.twitter.com/q8DVcBMeSh"", '...we thought it was fun ¯\\_(?)_/¯\nMT @ATLHawks: The last trip to Cleveland was one to forget http://on.nba.com/1xrkAMK\xa0pic.twitter.com/dy3sxF2vUu', '@cavs ']",3,"['17 Dec 2014', '17 Dec 2014', '17 Dec 2014']","['Atlanta Hawks', 'Cleveland Cavaliers', 'Atlanta Hawks']",3
