,0,1,2,3,4,5,6,7
0,Final Score: #Nets 109 #Raptors Extinctpic.twitter.com/eeArwcwIVX,Raptors,BrooklynNets,"['Final Score: #Nets 109 #Raptors Extinctpic.twitter.com/eeArwcwIVX', '.@BrooklynNets Extinct? Nah. We still here. #RTZ #WeTheNorthpic.twitter.com/a2BWUfvXWE']",2,"['4 Feb 2015', '4 Feb 2015']","['Brooklyn Nets \xa0??', 'Toronto Raptors']",2
1,We The North is our battle cry ... And this ... this is our shield.http://youtu.be/wUQnl_nnOGs ,Raptors,BrooklynNets,"['We The North is our battle cry ... And this ... this is our shield.http://youtu.be/wUQnl_nnOGs\xa0', '.@Raptors Looks familiar', '@BrooklynNets #WetheNorthpic.twitter.com/UUPCUA8dX9']",3,"['19 Dec 2014', '19 Dec 2014', '19 Dec 2014']","['Toronto Raptors', 'Brooklyn Nets \xa0??', 'Toronto Raptors']",3
2,"Fun series, @Raptors. Good luck in the Playoffs. We'll see you again next season.",Raptors,Pacers,"[""Fun series, @Raptors. Good luck in the Playoffs. We'll see you again next season."", '@Pacerspic.twitter.com/3BcgEUgidS']",2,"['1 May 2016', '1 May 2016']","['Indiana Pacers', 'Toronto Raptors']",2
3,Hey @Raptors pic.twitter.com/06mtGGZORK,Raptors,OrlandoMagic,"['Hey @Raptors pic.twitter.com/06mtGGZORK', '.@OrlandoMagic Hello. \n#WeTheNorthpic.twitter.com/V13o6oov5F', ""@Raptors @OrlandoMagic sheeesh!! The North went all Sith on 'em..."", '@Bucks @OrlandoMagic @JayScotlandpic.twitter.com/pXgYNjtU7M', ""@Raptors @Bucks @OrlandoMagic @JayScotland wasn't uspic.twitter.com/JLAJHP0fPj"", '@OrlandoMagic @Bucks @JayScotlandpic.twitter.com/VdFfgBNtmV']",6,"['6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015', '6 Nov 2015']","['Orlando Magic', 'Toronto Raptors', 'Milwaukee Bucks', 'Toronto Raptors', 'Orlando Magic', 'Toronto Raptors']",6
4,"Hey, @raptors, #AirGordon is absolutely owning the CN Tower.pic.twitter.com/drgxYSnEpq",Raptors,OrlandoMagic,"['Hey, @raptors, #AirGordon is absolutely owning the CN Tower.pic.twitter.com/drgxYSnEpq', "".@OrlandoMagic Impressive. Hope he's good at parkour tho, that's a 553m drop.""]",2,"['14 Feb 2016', '14 Feb 2016']","['Orlando Magic', 'Toronto Raptors']",2
5,".@OrlandoMagic @Real_T_Mac Hmm, looks familiar.https://amp.twimg.com/v/953463da-1baa-406c-9ddd-c667c2645aa9 …",Raptors,OrlandoMagic,"['.@OrlandoMagic @Real_T_Mac Hmm, looks familiar.https://amp.twimg.com/v/953463da-1baa-406c-9ddd-c667c2645aa9\xa0…', '@Raptors @Real_T_Mac Ouch, Raptors.pic.twitter.com/Fpa2qHzaTE', '@OrlandoMagic @Real_T_Mac We play for keeps.pic.twitter.com/SL6nTpEOpS']",3,"['12 Feb 2016', '12 Feb 2016', '12 Feb 2016']","['Toronto Raptors', 'Orlando Magic', 'Toronto Raptors']",3
6,.@Real_T_Mac's team for the #DewCelebGame is full of Canadians.....@Raptors did you have something to do with this?pic.twitter.com/vEcALQbP0c,Raptors,OrlandoMagic,"["".@Real_T_Mac's team for the #DewCelebGame is full of Canadians.....@Raptors did you have something to do with this?pic.twitter.com/vEcALQbP0c"", '.@OrlandoMagic Who, @Real_T_Mac ? We go waaaay back. pic.twitter.com/fkhWV6kdbc']",2,"['12 Feb 2016', '12 Feb 2016']","['Orlando Magic', 'Toronto Raptors']",2
7,"Hey, @Raptors! 

#MINatTORpic.twitter.com/wLzjrz9sMv",Raptors,Timberwolves,"['Hey, @Raptors! \n\n#MINatTORpic.twitter.com/wLzjrz9sMv', '.@Timberwolvespic.twitter.com/ITAt1cSBmF']",2,"['24 Feb 2016', '24 Feb 2016']","['Timberwolves', 'Toronto Raptors']",2
8,Off to an early start on Game Day!pic.twitter.com/7TraopjE3o,Raptors,MiamiHEAT,"['Off to an early start on Game Day!pic.twitter.com/7TraopjE3o', ""That's a sharp lookin' court right there. ;)""]",2,"['Apr 7 2017', 'Apr 7 2017']","['Miami HEAT', 'Toronto Raptors']",2
9,OFFICIAL: The HEAT announced today that @ChrisBosh will miss the remainder of the season while being treated for blood clots on his lung.,Raptors,MiamiHEAT,"['OFFICIAL: The HEAT announced today that @ChrisBosh will miss the remainder of the season while being treated for blood clots on his lung.', '@MiamiHEAT @chrisbosh Sending best wishes for a full recovery to Chris. Get well soon!']",2,"['21 Feb 2015', '21 Feb 2015']","['Miami HEAT', 'Toronto Raptors']",2
10,NO. WAY.,Raptors,DetroitPistons,"['NO. WAY.', '@DetroitPistonspic.twitter.com/JcHYUKh8O1']",2,"['8 Feb 2016', '8 Feb 2016']","['Detroit Pistons', 'Toronto Raptors']",2
11,".@Raptors Good game tonight. 

Le'ts do it again for real next week at your place.",Raptors,DetroitPistons,"["".@Raptors Good game tonight. \n\nLe'ts do it again for real next week at your place."", "".@DetroitPistons Wait, today isn't the 26th?""]",2,"['19 Oct 2016', '19 Oct 2016']","['Detroit Pistons', 'Toronto Raptors']",2
12,.@LAClippers And we are all tied up. #RTZpic.twitter.com/xuPolfHwgk,Raptors,LAClippers,"['.@LAClippers And we are all tied up. #RTZpic.twitter.com/xuPolfHwgk', '@Raptors Not for long.pic.twitter.com/TwjNHsqg18', '@LAClippers you were saying?pic.twitter.com/JxDJRZ4TXu']",3,"['24 Jan 2016', '24 Jan 2016', '24 Jan 2016']","['Toronto Raptors', 'LA Clippers', 'Toronto Raptors']",3
13,Who's mans is this in the non Raptors jersey... #WeTheNorthpic.twitter.com/4FstIBeApA,Raptors,LAClippers,"[""Who's mans is this in the non Raptors jersey... #WeTheNorthpic.twitter.com/4FstIBeApA"", ""don't see the issue tbh "", ""Well he didn't make a shot ""]",3,"['Sep 28 2017', 'Sep 28 2017', 'Sep 28 2017']","['Toronto Raptors', 'LA Clippers', 'Toronto Raptors']",3
14,"Pack the sunscreen, shades & slides, we're headed to Hawai'i for some preseason hoops on Oct 1st & 3rd vs. @LAClippers. #WeTheNorthpic.twitter.com/utr4zBkwN9",Raptors,LAClippers,"[""Pack the sunscreen, shades & slides, we're headed to Hawai'i for some preseason hoops on Oct 1st & 3rd vs. @LAClippers. #WeTheNorthpic.twitter.com/utr4zBkwN9"", ""I'm in! Where in Hawaii?"", 'Honolulu', 'Thanks! Was planning a fall trip! #excellent #wethenorth', 'Awesome. Did we help?']",5,"['Jun 5 2017', 'Jun 5 2017', 'Jun 5 2017', 'Jun 5 2017', 'Jun 5 2017']","['Toronto Raptors', 'Carolyn Roach', 'Toronto Raptors', 'Carolyn Roach', 'Toronto Raptors']",5
15,@Raptors Happy Canada Day! pic.twitter.com/47bXs3Bhd7,Raptors,LAClippers,"['@Raptors Happy Canada Day! pic.twitter.com/47bXs3Bhd7', '.@LAClippers Thanks Clips!pic.twitter.com/5rOuVoChZ5']",2,"['1 Jul 2015', '1 Jul 2015']","['LA Clippers', 'Toronto Raptors']",2
16,"It's back-and-forth in Pepsi Center right now...

Hey @Raptors, dibs on the last bucket. #ThanksInAdvance #Nuggets",Raptors,nuggets,"[""It's back-and-forth in Pepsi Center right now...\n\nHey @Raptors, dibs on the last bucket. #ThanksInAdvance #Nuggets"", 'Dibs on OT.']",2,"['18 Nov 2016', '18 Nov 2016']","['Denver Nuggets', 'Toronto Raptors']",2
