,0,1,2,3,4,5,6,7
10,".@AntDavis23 jumper. @DlamarC33 rejection. @TheofficialEG10 layup.
@AntDavis23 runner.
Good start to 4Q.",Timberwolves,PelicansNBA,"['.@AntDavis23 jumper. @DlamarC33 rejection. @TheofficialEG10 layup.\n@AntDavis23 runner.\nGood start to 4Q.', '@PelicansNBA we disagree.']",2,"['29 Mar 2015', '29 Mar 2015']","['New Orleans Pelicans', 'Timberwolves']",2
11,It's official. The Flo-Jo uniforms are back.pic.twitter.com/ayq1ke9W9k,Timberwolves,Pacers,"[""It's official. The Flo-Jo uniforms are back.pic.twitter.com/ayq1ke9W9k"", ""@Pacers we're not even going to lie, those look .""]",2,"['4 Feb 2015', '4 Feb 2015']","['Indiana Pacers', 'Timberwolves']",2
12,"After officials review, Minnesota's Wiggins stepped out of bounds to turn it over. #Pacers ball with 22.2 seconds left. IND 96, MIN 94",Timberwolves,Pacers,"[""After officials review, Minnesota's Wiggins stepped out of bounds to turn it over. #Pacers ball with 22.2 seconds left. IND 96, MIN 94"", '@Pacers ']",2,"['21 Dec 2014', '21 Dec 2014']","['Indiana Pacers', 'Timberwolves']",2
13,We're joining other teams in this week's NBA #HashtagGame.  Ready for #NBAMovies?,Timberwolves,Pacers,"[""We're joining other teams in this week's NBA #HashtagGame.  Ready for #NBAMovies?"", ""@Pacers we've been waiting!""]",2,"['20 Aug 2014', '20 Aug 2014']","['Indiana Pacers', 'Timberwolves']",2
14,Sonics fan seeking new favorite NBA team. I've narrowed my list down to @Timberwolves @Sixers @Pacers @Bucks @PelicansNBA @ATLHawks,Timberwolves,Pacers,"[""Sonics fan seeking new favorite NBA team. I've narrowed my list down to @Timberwolves @Sixers @Pacers @Bucks @PelicansNBA @ATLHawks"", 'pick us!pic.twitter.com/hkxxZyHVpa', ""What's up, @clarknova11? @ATLHawks @Sixers @Pacers @Bucks @PelicansNBApic.twitter.com/f2OTdhgive"", ""There's only  right answer here, @clarknova11. @Timberwolves @ATLHawks @Pacers @Bucks @PelicansNBApic.twitter.com/6rYLfgTzeM"", 'we keep it  tho. #justsayingpic.twitter.com/nmkGYTluOz', 'woah, woah, woah ... who invited these guys', '']",7,"['17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016']","['Jeremy', 'Atlanta Hawks', 'Timberwolves', 'Philadelphia 76ers', 'LA Clippers', 'Atlanta Hawks', 'Timberwolves']",7
15,#WelcomeBackPGpic.twitter.com/BHqyw3EnBF,Timberwolves,Pacers,"['#WelcomeBackPGpic.twitter.com/BHqyw3EnBF', '@Pacers @Yg_Trece ']",2,"['4 Apr 2015', '4 Apr 2015']","['Indiana Pacers', 'Timberwolves']",2
16,Are you two the same person...  #NIKExNBApic.twitter.com/4AeB9MjCDd,Timberwolves,Pacers,"['Are you two the same person...  #NIKExNBApic.twitter.com/4AeB9MjCDd', ""We're all here to make a Statement ""]",2,"['Sep 15 2017', 'Sep 15 2017']","['Sacramento Kings', 'Timberwolves']",2
17,We're headed to overtime!!!!!!! Watch OT on @FOXSportsMagic! #LetsGoMagic,Timberwolves,OrlandoMagic,"[""We're headed to overtime!!!!!!! Watch OT on @FOXSportsMagic! #LetsGoMagic"", '@OrlandoMagic Hey, so are we! #FreeBasketball', '@ATLHawks Have to love #FreeBasketball!', ""@OrlandoMagic @ATLHawks well, I mean we would've been okay with that game winner...but we can make it more interesting I suppose!""]",4,"['7 Nov 2014', '7 Nov 2014', '7 Nov 2014', '7 Nov 2014']","['Orlando Magic', 'Atlanta Hawks', 'Orlando Magic', 'Timberwolves']",4
18,RT to congratulate @NikolaVucevic on a career-high  points -- that's 35! #PureMagic,Timberwolves,OrlandoMagic,"[""RT to congratulate @NikolaVucevic on a career-high  points -- that's 35! #PureMagic"", '@OrlandoMagic *unfollows', '.@MNTimberwolves Good thing the ""Follows You"" is still there. We were nervous for a second.pic.twitter.com/4hRS50hua8', ""@OrlandoMagic don't tempt us...""]",4,"['3 Apr 2015', '3 Apr 2015', '3 Apr 2015', '3 Apr 2015']","['Orlando Magic', 'Timberwolves', 'Orlando Magic', 'Timberwolves']",4
19,"We're minutes away from the #NBASchedule release on @NBATV. This video seemed appropriate. 

https://www.youtube.com/watch?v=9jK-NcRmVcw …",Timberwolves,OrlandoMagic,"[""We're minutes away from the #NBASchedule release on @NBATV. This video seemed appropriate. \n\nhttps://www.youtube.com/watch?v=9jK-NcRmVcw\xa0…"", '@Suns Good call!', '@OrlandoMagic @Suns well, this is going to be stuck in our heads all day...thanks, Phoenix!']",3,"['13 Aug 2014', '13 Aug 2014', '13 Aug 2014']","['Phoenix Suns', 'Orlando Magic', 'Timberwolves']",3
20,Ever hear about the adventures of Zach and LaVinestalk? It's a classic. #NBABedtimeStoriespic.twitter.com/ksLofSFHWj,Timberwolves,OrlandoMagic,"[""Ever hear about the adventures of Zach and LaVinestalk? It's a classic. #NBABedtimeStoriespic.twitter.com/ksLofSFHWj"", ""@MNTimberwolves So it's story time? Ok... #NBABedtimeStories"", ""@Bucks @hornets @OrlandoMagic @DetroitPistons @ATLHawks @warriors Let's do this...""]",3,"['3 Sep 2014', '3 Sep 2014', '3 Sep 2014']","['Timberwolves', 'Milwaukee Bucks', 'Timberwolves']",3
21,GAME. OVER. #RisingWolves #SpriteSlampic.twitter.com/AGRk47bmZI,Timberwolves,OrlandoMagic,"['GAME. OVER. #RisingWolves #SpriteSlampic.twitter.com/AGRk47bmZI', '@MNTimberwolves ', '@OrlandoMagic ']",3,"['14 Feb 2015', '14 Feb 2015', '14 Feb 2015']","['Timberwolves', 'Orlando Magic', 'Timberwolves']",3
22,We can't put down our copy of Harris Potter! #NBABedtimeStories @tobias31pic.twitter.com/o5LVT1sa9m,Timberwolves,OrlandoMagic,"[""We can't put down our copy of Harris Potter! #NBABedtimeStories @tobias31pic.twitter.com/o5LVT1sa9m"", '@OrlandoMagic alright, Wolves vs. Magic in a Quidditch match. Make it happen.']",2,"['3 Sep 2014', '3 Sep 2014']","['Orlando Magic', 'Timberwolves']",2
23,We always love reading Willie Green Eggs and Ham! #NBABedtimeStoriespic.twitter.com/2RXEuOlCtf,Timberwolves,OrlandoMagic,"['We always love reading Willie Green Eggs and Ham! #NBABedtimeStoriespic.twitter.com/2RXEuOlCtf', ""@OrlandoMagic that's bound to be a best-seller!""]",2,"['3 Sep 2014', '3 Sep 2014']","['Orlando Magic', 'Timberwolves']",2
24,Who are this season's @NBA Rookie of the Year candidates? RANKINGS from @Josh_Cohen_NBA: http://on.nba.com/1EJkMaM pic.twitter.com/0PF7U2iSRP,Timberwolves,OrlandoMagic,"[""Who are this season's @NBA Rookie of the Year candidates? RANKINGS from @Josh_Cohen_NBA: http://on.nba.com/1EJkMaM\xa0pic.twitter.com/0PF7U2iSRP"", '@OrlandoMagic were these rankings randomly generated...or?']",2,"['23 Mar 2015', '23 Mar 2015']","['Orlando Magic', 'Timberwolves']",2
25,"According to our mentions, we should trade for everybody.",Timberwolves,Hornets,"['According to our mentions, we should trade for everybody.', 'bruh. same.', ""We'll trade you today's tweet for tomorrow's tweet and an unprotected future tweet."", 'the trade machine says this works so u should definitely do itpic.twitter.com/GHCxCk0qAP', 'The Clippers are correct...ESPN trade machine says okay:pic.twitter.com/r1eLa5dptV', 'Throw in a snap with the puppy filter and we’ll talk.', 'Counter offer:pic.twitter.com/f77z3vmU7w', 'Add a future second round Instagram post and we have a deal ', ""You drive a hard bargain, Hornets. You're lucky the trade machine still accepts.  Deal!pic.twitter.com/7Jl7unR0oI"", 'DONE  Great doing business with you fellas. Looking forward to seeing how this pans out over time.', ""We're using our @fitbit's to track just how successful these social trades will be. Stay tuned ""]",11,"['Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017']","['Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Timberwolves']",11
26,The #Twolves take on the @DetroitPistons tomorrow night at home! Here's what to expect: http://www.nba.com/timberwolves/scouting-report-wolves-pistons-11-20-2015 …pic.twitter.com/3RdldZQcbI,Timberwolves,DetroitPistons,"[""The #Twolves take on the @DetroitPistons tomorrow night at home! Here's what to expect: http://www.nba.com/timberwolves/scouting-report-wolves-pistons-11-20-2015\xa0…pic.twitter.com/3RdldZQcbI"", '@Timberwolves See you then.pic.twitter.com/5GxBeOdOnN', '@DetroitPistons Gonna be fun pic.twitter.com/80Mf2GfpD8']",3,"['19 Nov 2015', '19 Nov 2015', '19 Nov 2015']","['Timberwolves', 'Detroit Pistons', 'Timberwolves']",3
27,@DetroitPistons can you stop.,Timberwolves,DetroitPistons,"['@DetroitPistons can you stop.', '@MNTimberwolves Can you stop', '@DetroitPistons you know you thought that was cool..']",3,"['8 Feb 2015', '8 Feb 2015', '8 Feb 2015']","['Timberwolves', 'Detroit Pistons', 'Timberwolves']",3
28,Pistons / Wolves tonight at 8. May the odds be ever in our favor. #MOCKINGDREhttps://amp.twimg.com/v/3b3e4c90-1047-4e1e-821f-01699ce05d39 …,Timberwolves,DetroitPistons,"['Pistons / Wolves tonight at 8. May the odds be ever in our favor. #MOCKINGDREhttps://amp.twimg.com/v/3b3e4c90-1047-4e1e-821f-01699ce05d39\xa0…', '.@DetroitPistons I see what you did there..#DETatMINpic.twitter.com/Wc7WcTIaJm']",2,"['20 Nov 2015', '20 Nov 2015']","['Detroit Pistons', 'Timberwolves']",2
29,.@dallasmavs Did you say #GIFParty? We'll see your Zaza and raise you Mirza.pic.twitter.com/LqLelHlWZy,Timberwolves,DallasMavs,"["".@dallasmavs Did you say #GIFParty? We'll see your Zaza and raise you Mirza.pic.twitter.com/LqLelHlWZy"", "".@Suns @dallasmavs you can't have a #GIFParty without inviting Chuck.pic.twitter.com/mytWPPYgiO"", '.@NBAonTNT @dallasmavspic.twitter.com/Y2CSqdFPv4', '.@Suns @NBAonTNT #GIFpartypic.twitter.com/RIFTbwPgiS', "".@dallasmavs @Suns @NBAonTNT\n\nWhat's a party without balloons!? \n\n#GIFPartypic.twitter.com/u4gopRExDq"", "".@Timberwolves @dallasmavs @NBAonTNT We love balloons. We've got the old school music too. #GIFPartypic.twitter.com/Aig01EG1j3"", '.@Suns @Timberwolves @NBAonTNT Balloons are great. Music is great. We’ll bring the Dirk Dab.  #GIFpartypic.twitter.com/r9o77uMPb9', '.@dallasmavs @Suns @Timberwolves @NBAonTNT you guys mind if we turn it up a bit? #GIFPartypic.twitter.com/uzyWaZdxVo', "".@Bucks @dallasmavs @Timberwolves @NBAonTNT We'd prefer if you didn't. #GIFPartypic.twitter.com/E0fLbJqYia"", '.@Suns @Bucks @dallasmavs @Timberwolves @NBAonTNT Walking into the #GIFParty likepic.twitter.com/ZECHS17997', '.@DetroitPistons @Suns @Bucks @dallasmavs @NBAonTNT \n\nWhen everyone comes to the #GIFParty..pic.twitter.com/olH8Kyb8Fh']",11,"['3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016', '3 Mar 2016']","['Phoenix Suns', 'NBA on TNT', 'Phoenix Suns', 'Dallas Mavericks', 'Timberwolves', 'Phoenix Suns', 'Dallas Mavericks', 'Milwaukee Bucks', 'Phoenix Suns', 'Detroit Pistons', 'Timberwolves']",11
30,The 2014-15 #NBASchedule is released tomorrow! #Nuggetspic.twitter.com/u0sBFqY3ZX,Timberwolves,DallasMavs,"['The 2014-15 #NBASchedule is released tomorrow! #Nuggetspic.twitter.com/u0sBFqY3ZX', "".@denvernuggets We're pretty pumped too!pic.twitter.com/1RsaaIQbm3"", '. @Sixers @denvernuggets guys...we like #NBAschedule parties too!pic.twitter.com/IMjg3PCwyd', ""@Bucks @Sixers NOW it's a party!"", '.@denvernuggets @Bucks @Sixers the party don’t start till we walk in. #NBASchedulepic.twitter.com/lgbRFSxBme', "".@dallasmavs @denvernuggets @Bucks @Sixers It's not a party without ... SNACKS!pic.twitter.com/RPkSepRhdY"", '@Suns @dallasmavs @Bucks @Sixers okay, you officially made up for your orange slices #NBASweets.', '@denvernuggets @Suns @dallasmavs @Sixers Typical Phoenix. Showing up to the .GIF party with no GIF. Probably pronounce it ""JIF"" too.', ""@Bucks @denvernuggets @dallasmavs @Sixers We don't need to show off our digital know how. Just need to bring the snacks."", "".@Suns @Bucks @denvernuggets @dallasmavs @Sixers did someone say they're bringing snacks?!pic.twitter.com/1ywpJiOXK7""]",10,"['12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014', '12 Aug 2014']","['Denver Nuggets', 'Philadelphia 76ers', 'Milwaukee Bucks', 'Denver Nuggets', 'Dallas Mavericks', 'Phoenix Suns', 'Denver Nuggets', 'Milwaukee Bucks', 'Phoenix Suns', 'Timberwolves']",10
31,"Towns with the trey and it's a one-point game! 

97-96, 2:42 to go.",Timberwolves,LAClippers,"[""Towns with the trey and it's a one-point game! \n\n97-96, 2:42 to go."", 'this game is v lit.', '']",3,"['Jan 19 2017', 'Jan 19 2017', 'Jan 19 2017']","['Timberwolves', 'LA Clippers', 'Timberwolves']",3
32,"When you find out the season doesn't start until October...

#NBAOffseasonpic.twitter.com/OVYlvVw9YR",Timberwolves,LAClippers,"[""When you find out the season doesn't start until October...\n\n#NBAOffseasonpic.twitter.com/OVYlvVw9YR"", "".@LAClippers Can't believe it either...pic.twitter.com/Gq8Es82Kib""]",2,"['28 Jul 2015', '28 Jul 2015']","['LA Clippers', 'Timberwolves']",2
33,KAT FROM DEEP!pic.twitter.com/QvY11fldij,Timberwolves,LAClippers,"['KAT FROM DEEP!pic.twitter.com/QvY11fldij', '@Timberwolvespic.twitter.com/WoHLrcl4Zc', '.@LAClipperspic.twitter.com/O5FvZrBbaf']",3,"['7 Dec 2015', '7 Dec 2015', '7 Dec 2015']","['Timberwolves', 'LA Clippers', 'Timberwolves']",3
34,Almost time for an afternoon edition of #Twolves action! #MINatLACpic.twitter.com/a9CUDe7TrY,Timberwolves,LAClippers,"['Almost time for an afternoon edition of #Twolves action! #MINatLACpic.twitter.com/a9CUDe7TrY', '@Timberwolves here we go!pic.twitter.com/e8tT88Yd5D', "".@LAClippers Let's do this.pic.twitter.com/4dhFz155hd""]",3,"['29 Nov 2015', '29 Nov 2015', '29 Nov 2015']","['Timberwolves', 'LA Clippers', 'Timberwolves']",3
35,Here is a pregame dunk courtesy of Jared Cunningham.https://vine.co/v/OvadQ7nej1p ,Timberwolves,LAClippers,"['Here is a pregame dunk courtesy of Jared Cunningham.https://vine.co/v/OvadQ7nej1p\xa0', ""@LAClippers as long as he doesn't do it when the game starts...""]",2,"['1 Dec 2014', '1 Dec 2014']","['LA Clippers', 'Timberwolves']",2
36,Timberwolves out to a 21-8 start to the second. Tied at 44pic.twitter.com/cKRol2Zl3V,Timberwolves,LAClippers,"['Timberwolves out to a 21-8 start to the second. Tied at 44pic.twitter.com/cKRol2Zl3V', '@LAClippers started down 18, now we here. ', '@MNTimberwolves But CP3 though', '@LAClippers but LaVine tho....', '@MNTimberwolves Dude can get up, but 17/8 > 12/3', '@LAClippers you right, you right. But 58 > 55.']",6,"['2 Mar 2015', '2 Mar 2015', '2 Mar 2015', '2 Mar 2015', '2 Mar 2015', '2 Mar 2015']","['LA Clippers', 'Timberwolves', 'LA Clippers', 'Timberwolves', 'LA Clippers', 'Timberwolves']",6
37,"According to our mentions, we should trade for everybody.",Timberwolves,LAClippers,"['According to our mentions, we should trade for everybody.', 'bruh. same.', ""We'll trade you today's tweet for tomorrow's tweet and an unprotected future tweet."", 'the trade machine says this works so u should definitely do itpic.twitter.com/GHCxCk0qAP', 'The Clippers are correct...ESPN trade machine says okay:pic.twitter.com/r1eLa5dptV', 'Throw in a snap with the puppy filter and we’ll talk.', 'Counter offer:pic.twitter.com/f77z3vmU7w', 'Add a future second round Instagram post and we have a deal ', ""You drive a hard bargain, Hornets. You're lucky the trade machine still accepts.  Deal!pic.twitter.com/7Jl7unR0oI"", 'DONE  Great doing business with you fellas. Looking forward to seeing how this pans out over time.', ""We're using our @fitbit's to track just how successful these social trades will be. Stay tuned ""]",11,"['Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017']","['Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'Charlotte Hornets', 'Timberwolves']",11
38,"So. Many. Dunks. 
Clippers lead the @Timberwolves 29-25 at the end of Q1.pic.twitter.com/367tidurSG",Timberwolves,LAClippers,"['So. Many. Dunks. \nClippers lead the @Timberwolves 29-25 at the end of Q1.pic.twitter.com/367tidurSG', '.@LAClipperspic.twitter.com/VEyZjZpJRF']",2,"['7 Dec 2015', '7 Dec 2015']","['LA Clippers', 'Timberwolves']",2
39,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",Timberwolves,LAClippers,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV', '*looks at calendar*pic.twitter.com/LUkLSZ1Nzg', 'Got our eyes  on October. #IsItOctoberYetpic.twitter.com/V97aY8OEFw']",9,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers', 'Cleveland Cavaliers', 'Timberwolves']",9
40,Good game @Timberwolvespic.twitter.com/uQqrFDKVsX,Timberwolves,LAClippers,"['Good game @Timberwolvespic.twitter.com/uQqrFDKVsX', '.@LAClippers Until next time pic.twitter.com/xgbWYlhRxu']",2,"['3 Feb 2016', '3 Feb 2016']","['LA Clippers', 'Timberwolves']",2
41,Sonics fan seeking new favorite NBA team. I've narrowed my list down to @Timberwolves @Sixers @Pacers @Bucks @PelicansNBA @ATLHawks,Timberwolves,LAClippers,"[""Sonics fan seeking new favorite NBA team. I've narrowed my list down to @Timberwolves @Sixers @Pacers @Bucks @PelicansNBA @ATLHawks"", 'pick us!pic.twitter.com/hkxxZyHVpa', ""What's up, @clarknova11? @ATLHawks @Sixers @Pacers @Bucks @PelicansNBApic.twitter.com/f2OTdhgive"", ""There's only  right answer here, @clarknova11. @Timberwolves @ATLHawks @Pacers @Bucks @PelicansNBApic.twitter.com/6rYLfgTzeM"", 'we keep it  tho. #justsayingpic.twitter.com/nmkGYTluOz', 'woah, woah, woah ... who invited these guys', '']",7,"['17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016']","['Jeremy', 'Atlanta Hawks', 'Timberwolves', 'Philadelphia 76ers', 'LA Clippers', 'Atlanta Hawks', 'Timberwolves']",7
42,Good game @Timberwolvespic.twitter.com/fILRCK1QM8,Timberwolves,LAClippers,"['Good game @Timberwolvespic.twitter.com/fILRCK1QM8', '.@LAClippers *KNUCKS* pic.twitter.com/kb0T4iYO5c']",2,"['7 Dec 2015', '7 Dec 2015']","['LA Clippers', 'Timberwolves']",2
43,.@LAClippers cut the #Twolves lead down to 5..pic.twitter.com/lPv7Uucc6S,Timberwolves,LAClippers,"['.@LAClippers cut the #Twolves lead down to 5..pic.twitter.com/lPv7Uucc6S', '.@Timberwolvespic.twitter.com/Trnxxuu7kU', '.@LAClipperspic.twitter.com/3d1sZBaNpF']",3,"['3 Feb 2016', '3 Feb 2016', '3 Feb 2016']","['Timberwolves', 'LA Clippers', 'Timberwolves']",3
44,#THISGAME,Timberwolves,LAClippers,"['#THISGAME', '.@LAClippers Exactly...']",2,"['7 Dec 2015', '7 Dec 2015']","['LA Clippers', 'Timberwolves']",2
45,"Hey @Timberwolves, Player of the Week party at your place tonight?pic.twitter.com/ufrsmLYeUX",Timberwolves,WashWizards,"['Hey @Timberwolves, Player of the Week party at your place tonight?pic.twitter.com/ufrsmLYeUX', "".@WashWizards we'll bring the juice! pic.twitter.com/0bZIoesSFT""]",2,"['Mar 13 2017', 'Mar 13 2017']","['Washington Wizards', 'Timberwolves']",2
46,Wall to Rasual x 2!  This time the alley-oop variety!  That's 20p for @RasualButler45!  #WizWolves,Timberwolves,WashWizards,"[""Wall to Rasual x 2!  This time the alley-oop variety!  That's 20p for @RasualButler45!  #WizWolves"", ""@WashWizards John is playing like it's @NBA2K out there..."", ""@MNTimberwolves we have to put it on 'rookie' to perform like this #WizWolves"", '@WashWizards we kid, we kid. We know what you mean.']",4,"['16 Dec 2014', '16 Dec 2014', '16 Dec 2014', '16 Dec 2014']","['Washington Wizards', 'Timberwolves', 'Washington Wizards', 'Timberwolves']",4
47,"Ottobots, Assemble!  #NBASuperHeroespic.twitter.com/IkGvMwjLTT",Timberwolves,WashWizards,"['Ottobots, Assemble!  #NBASuperHeroespic.twitter.com/IkGvMwjLTT', '@WashWizards #PhotoshopGame is out of this world!!!']",2,"['30 Jul 2014', '30 Jul 2014']","['Washington Wizards', 'Timberwolves']",2
48,Danny Green Lantern #NBASuperHeroes,Timberwolves,spurs,"['Danny Green Lantern #NBASuperHeroes', 'We see your Danny Green Lantern and raise you...Zach LaVinetern #NBASuperHeroes MT @spurs Danny Green Lanternpic.twitter.com/eebj2zTQ2x']",2,"['30 Jul 2014', '30 Jul 2014']","['San Antonio Spurs', 'Timberwolves']",2
