,0,1,2,3,4,5,6,7
0,"Out here grindin.
Love & Swish lead the way with 17 a piece.
#CavsGrizzlies : http://on.nba.com/2gJ6jYm pic.twitter.com/r0QtfFsPJP",MemGrizz,cavs,"['Out here grindin.\nLove & Swish lead the way with 17 a piece.\n#CavsGrizzlies : http://on.nba.com/2gJ6jYm\xa0pic.twitter.com/r0QtfFsPJP', 'pic.twitter.com/MypqIX7s7d']",2,"['13 Dec 2016', '13 Dec 2016']","['Cleveland Cavaliers', 'Memphis Grizzlies']",2
1,"they had a good quarter 

#MEMvCLEpic.twitter.com/wPPOY7kK0D",MemGrizz,cavs,"['they had a good quarter \n\n#MEMvCLEpic.twitter.com/wPPOY7kK0D', 'thank you!', '']",3,"['Dec 2 2017', 'Dec 2 2017', 'Dec 2 2017']","['Memphis Grizzlies', 'Cleveland Cavaliers', 'Memphis Grizzlies']",3
2,Hey @memgrizz today is my birthday and my wife got me tickets for Dec 9th vs @okcthunder. can't wait see you then,MemGrizz,okcthunder,"[""Hey @memgrizz today is my birthday and my wife got me tickets for Dec 9th vs @okcthunder. can't wait see you then"", 'Best. Wife. Ever.']",2,"['Sep 29 2017', 'Sep 29 2017']","['Chiefs 6-10', 'Memphis Grizzlies']",2
3,Charlie the @TODAYPuppy is helping with the t-shirt toss tonight as he trains to become a service dog for @AmericasVetDogs. #Netspic.twitter.com/B5N7qqcAfZ,MemGrizz,BrooklynNets,"['Charlie the @TODAYPuppy is helping with the t-shirt toss tonight as he trains to become a service dog for @AmericasVetDogs. #Netspic.twitter.com/B5N7qqcAfZ', 'what a good dog!']",2,"['Feb 13 2017', 'Feb 13 2017']","['Brooklyn Nets \xa0??', 'Memphis Grizzlies']",2
4,"Get Well Soon, Jeremy. #LinStrongpic.twitter.com/EfBudtMHzM",MemGrizz,BrooklynNets,"['Get Well Soon, Jeremy. #LinStrongpic.twitter.com/EfBudtMHzM', ' #NBAFamily']",2,"['Oct 19 2017', 'Oct 19 2017']","['Brooklyn Nets \xa0??', 'Memphis Grizzlies']",2
5,Don't forget to wear your special #SolarEclipse glasses today! pic.twitter.com/uZcgHF6la3,MemGrizz,BrooklynNets,"[""Don't forget to wear your special #SolarEclipse glasses today! pic.twitter.com/uZcgHF6la3"", 'Ready for this pic.twitter.com/pI1vyAWvy4', 'Make sure you get the right kind! ']",3,"['Aug 21 2017', 'Aug 21 2017', 'Aug 21 2017']","['Memphis Grizzlies', 'Brooklyn Nets \xa0??', 'Memphis Grizzlies']",3
6,One more sleep. Who’s ready? #WeGoHardpic.twitter.com/B87LUWA0AK,MemGrizz,BrooklynNets,"['One more sleep. Who’s ready? #WeGoHardpic.twitter.com/B87LUWA0AK', 'pic.twitter.com/5auZ90dUbi']",2,"['Oct 17 2017', 'Oct 17 2017']","['Brooklyn Nets \xa0??', 'Memphis Grizzlies']",2
7,You guys pack an overnight bag @memgrizz? We got top bunkpic.twitter.com/XkRSbL4myS,MemGrizz,PelicansNBA,"['You guys pack an overnight bag @memgrizz? We got top bunkpic.twitter.com/XkRSbL4myS', '.@PelicansNBA well actually...', 'guess you get top bunk \n\nGood game, safe travels back', 'What a game! #Respect']",4,"['5 Dec 2016', '5 Dec 2016', '5 Dec 2016', '5 Dec 2016']","['New Orleans Pelicans', 'Memphis Grizzlies', 'New Orleans Pelicans', 'Memphis Grizzlies']",4
8,HOLY STEPHENSON! Lannce hits a 3 basically from the bench as the shot clock expires to give the #Pelicans a 33-30 lead,MemGrizz,PelicansNBA,"['HOLY STEPHENSON! Lannce hits a 3 basically from the bench as the shot clock expires to give the #Pelicans a 33-30 lead', 'ugh']",2,"['2 Nov 2016', '2 Nov 2016']","['New Orleans Pelicans', 'Memphis Grizzlies']",2
9,"#Pelicans trail 115-71 heading into the 4th

oh look - puppies!!!pic.twitter.com/9YsIFFAN0a",MemGrizz,PelicansNBA,"['#Pelicans trail 115-71 heading into the 4th\n\noh look - puppies!!!pic.twitter.com/9YsIFFAN0a', 'Good dogs']",2,"['Oct 13 2017', 'Oct 13 2017']","['New Orleans Pelicans', 'Memphis Grizzlies']",2
10,"The #Pelicans will open the season at the FedEx Forum against division rival @memgrizz on Wednesday, October 18! #DoItBigpic.twitter.com/5rEt0FeqY9",MemGrizz,PelicansNBA,"['The #Pelicans will open the season at the FedEx Forum against division rival @memgrizz on Wednesday, October 18! #DoItBigpic.twitter.com/5rEt0FeqY9', 'pic.twitter.com/3YnD3sSe4Y']",2,"['Aug 14 2017', 'Aug 14 2017']","['New Orleans Pelicans', 'Memphis Grizzlies']",2
11,"BASKETBALL. IS. COMING.

The 2017-18 Grizzlies schedule is out! Mark your : http://www.nba.com/grizzlies/schedule …
#GrindCitypic.twitter.com/p1UmMM1qVr",MemGrizz,PelicansNBA,"['BASKETBALL. IS. COMING.\n\nThe 2017-18 Grizzlies schedule is out! Mark your : http://www.nba.com/grizzlies/schedule\xa0…\n#GrindCitypic.twitter.com/p1UmMM1qVr', 'Squad opens the season October 18th at @FedExForum vs @PelicansNBA!\n\nMoodpic.twitter.com/5GdkVx2ZTq', '10 most intriguing games on the Grizzlies’ 2017-18 schedule. Which games are you looking forward to?\n\n@MyMikeCheck:http://on.nba.com/2w4Ycyj\xa0']",3,"['Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017']","['Memphis Grizzlies', 'Memphis Grizzlies', 'Memphis Grizzlies']",3
12,“My heart is still here. I have so much love for the fans” - @aa000G9pic.twitter.com/eUC7T8ZCTU,MemGrizz,PelicansNBA,"['“My heart is still here. I have so much love for the fans” - @aa000G9pic.twitter.com/eUC7T8ZCTU', 'Brothers for life pic.twitter.com/MKrU7tVYk2']",2,"['Oct 13 2017', 'Oct 13 2017']","['Memphis Grizzlies', 'Memphis Grizzlies']",2
13,"It's a close one, Grizz Nation. Tie game with 1:03 left. 

Just a reminder to breathe. #GrindCity",MemGrizz,PelicansNBA,"[""It's a close one, Grizz Nation. Tie game with 1:03 left. \n\nJust a reminder to breathe. #GrindCity"", '', 'you breathe too.']",3,"['2 Nov 2016', '2 Nov 2016', '2 Nov 2016']","['Memphis Grizzlies', 'New Orleans Pelicans', 'Memphis Grizzlies']",3
14,"@memgrizz get all these deep threes out tonight, nothing next Wednesday - cool? pic.twitter.com/Gpu8M9523I",MemGrizz,PelicansNBA,"['@memgrizz get all these deep threes out tonight, nothing next Wednesday - cool? pic.twitter.com/Gpu8M9523I', 'pic.twitter.com/bWmh4kZbVm']",2,"['Oct 13 2017', 'Oct 13 2017']","['New Orleans Pelicans', 'Memphis Grizzlies']",2
15,.@aa000G9’s emotional reaction to having his jersey retired in Memphis.pic.twitter.com/skSGoPaFLn,MemGrizz,PelicansNBA,"['.@aa000G9’s emotional reaction to having his jersey retired in Memphis.pic.twitter.com/skSGoPaFLn', '']",2,"['Oct 12 2017', 'Oct 12 2017']","['New Orleans Pelicans', 'Memphis Grizzlies']",2
16,"Eyo @memgrizz is   @mconley11 available for today's game against @Pacers
#NbaFantasy",MemGrizz,Pacers,"[""Eyo @memgrizz is   @mconley11 available for today's game against @Pacers\n#NbaFantasy"", 'He is questionable']",2,"['Nov 15 2017', 'Nov 15 2017']","['Ejakait', 'Memphis Grizzlies']",2
17,Are you two the same person...  #NIKExNBApic.twitter.com/4AeB9MjCDd,MemGrizz,Pacers,"['Are you two the same person...  #NIKExNBApic.twitter.com/4AeB9MjCDd', 'we were wondering the same thing tbh!']",2,"['Sep 15 2017', 'Sep 15 2017']","['Sacramento Kings', 'Memphis Grizzlies']",2
18,"One year later, we continue to honor the 49 lives lost too soon, as well as the heroes who emerged that day. #LoveOrlando #OrlandoUnitedDaypic.twitter.com/zEs8lK0Gbx",MemGrizz,OrlandoMagic,"['One year later, we continue to honor the 49 lives lost too soon, as well as the heroes who emerged that day. #LoveOrlando #OrlandoUnitedDaypic.twitter.com/zEs8lK0Gbx', '']",2,"['Jun 12 2017', 'Jun 12 2017']","['Orlando Magic', 'Memphis Grizzlies']",2
19,#IsItOctoberYet?pic.twitter.com/FZd2RTfkWI,MemGrizz,OrlandoMagic,"['#IsItOctoberYet?pic.twitter.com/FZd2RTfkWI', 'pic.twitter.com/AWdvl5utnC', 'we should catch up! Does October 2 work?', ""We'll have our people call your people but currently penciling you in. How's Memphis sound?""]",4,"['Sep 21 2017', 'Sep 21 2017', 'Sep 21 2017', 'Sep 21 2017']","['Orlando Magic', 'Memphis Grizzlies', 'Orlando Magic', 'Memphis Grizzlies']",4
20,"Rivals on the court. Family off the court. Stay safe @MiamiHEAT.

Our thoughts are with all our friends in Florida and the southeast. ",MemGrizz,OrlandoMagic,"['Rivals on the court. Family off the court. Stay safe @MiamiHEAT.\n\nOur thoughts are with all our friends in Florida and the southeast. ', '']",2,"['Sep 7 2017', 'Sep 7 2017']","['Orlando Magic', 'Memphis Grizzlies']",2
